QID,Question,A,B,C,D,Answer,PathID,PathLen,PrScores,EdgeScores,AvgPrScore,AvgEdgeScore,Path,Label,Prob
7011025,Most of the mass of the atom consists of , protons only. , electrons only. , protons and neutrons. , neutrons and electrons.,C,46,3,"[0.262044865713, 0.0091330454322, 0.00315055623338, 0.00328817392396]","[0.605139651228, 1.00407210969, 1.0]",0.0694041603256,0.869737253639,"atomprotonThe densest part of an atom where most of the mass is located.Proton is The proton, a subatomic particle in the nucleus of an atom, has a positive charge and has about the same mass as the neutron, and the proton and neutron make up most of the mass in an atom.",1.0,0.230356
7011025,Most of the mass of the atom consists of , protons only. , electrons only. , protons and neutrons. , neutrons and electrons.,C,59,2,"[0.262044865713, 0.00389982043583, 0.00379918670264]","[1.0, 0.688896694203]",0.0899146242838,0.844448347102,atomneutronneutron is uncharged particle that resides in the nucleus of an atom; has a mass of one amu.,1.0,0.230356
7011025,Most of the mass of the atom consists of , protons only. , electrons only. , protons and neutrons. , neutrons and electrons.,C,81,2,"[0.262044865713, 0.00490908274331, 0.00379918670264]","[1.0, 0.722891436776]",0.090251045053,0.861445718388,"atomneutronneutron is the nucleus of atom ""neutral"".",1.0,0.230356
7011025,Most of the mass of the atom consists of , protons only. , electrons only. , protons and neutrons. , neutrons and electrons.,C,85,3,"[0.262044865713, 0.0091330454322, 0.00315055623338, 0.00379918670264]","[0.605139651228, 1.00407210969, 1.0]",0.0695319135203,0.869737253639,"atomneutronThe densest part of an atom where most of the mass is located.Proton is The proton, a subatomic particle in the nucleus of an atom, has a positive charge and has about the same mass as the neutron, and the proton and neutron make up most of the mass in an atom.",1.0,0.230356
7011025,Most of the mass of the atom consists of , protons only. , electrons only. , protons and neutrons. , neutrons and electrons.,C,86,4,"[0.262044865713, 0.0091330454322, 0.00824022370006, 0.00490908274331, 0.00379918670264]","[0.605139651228, 0.839794171771, 0.82343337141, 0.722891436776]",0.0576252808582,0.747814657796,"atomneutronThe densest part of an atom where most of the mass is located.nucleus is the positively charged mass within an atom, composed of neutrons and protons, and possessing most of the mass but occupying only a small fraction of the volume of the atom.neutron is the nucleus of atom ""neutral"".",1.0,0.230356
7011025,Most of the mass of the atom consists of , protons only. , electrons only. , protons and neutrons. , neutrons and electrons.,C,87,4,"[0.262044865713, 0.0091330454322, 0.00824022370006, 0.0035928824343, 0.00379918670264]","[0.605139651228, 0.839794171771, 0.71763166645, 0.722891436776]",0.0573620407964,0.721364231556,"atomneutronThe densest part of an atom where most of the mass is located.nucleus is the positively charged mass within an atom, composed of neutrons and protons, and possessing most of the mass but occupying only a small fraction of the volume of the atom.Neutron is A neutral charge within the nucleus of an atom.",1.0,0.230356
7011025,Most of the mass of the atom consists of , protons only. , electrons only. , protons and neutrons. , neutrons and electrons.,C,122,2,"[0.262044865713, 0.00373338822547, 0.00326908998879]","[1.0, 0.664907053994]",0.0896824479758,0.832453526997,"atomelectronElectron is a negatively charged particle in an atom, that is located on the atom's orbitals./Electron is The negatively charged particle in an atom./Electron  is A negatively charged particle in an atom.",1.0,0.230356
7011025,Most of the mass of the atom consists of , protons only. , electrons only. , protons and neutrons. , neutrons and electrons.,C,138,2,"[0.262044865713, 0.00389982043583, 0.00379918670264]","[1.0, 0.688896694203]",0.0899146242838,0.844448347102,atomneutronneutron is uncharged particle that resides in the nucleus of an atom; has a mass of one amu.,1.0,0.230356
7011025,Most of the mass of the atom consists of , protons only. , electrons only. , protons and neutrons. , neutrons and electrons.,C,18,3,"[0.262044865713, 0.00188645645687, 0.000519349335808, 0.00326908998879]","[0.856801734644, 0.898519688279, 1.0]",0.0669299403736,0.918440474308,atomelectronValence Electrons is  is an outermost electron of an atom that participates in chemical bonding./Valence Electrons is is an outermost electron of an atom that participates in chemical bonding.These outermost electrons are the only electrons involved in chemical bonding.,1.0,0.198376
7011025,Most of the mass of the atom consists of , protons only. , electrons only. , protons and neutrons. , neutrons and electrons.,C,19,3,"[0.262044865713, 0.00188645645687, 0.000336241143509, 0.00326908998879]","[0.856801734644, 0.778888509856, 0.689670620625]",0.0668841633255,0.775120288375,"atomelectronValence Electrons is  is an outermost electron of an atom that participates in chemical bonding./Valence Electrons is is an outermost electron of an atom that participates in chemical bonding.The electron determines if it is an ion, and they also help form chemical bonds.",1.0,0.198376
7011025,Most of the mass of the atom consists of , protons only. , electrons only. , protons and neutrons. , neutrons and electrons.,C,37,2,"[0.262044865713, 0.00216359432373, 0.00326908998879]","[0.796268815945, 1.0]",0.0891591833418,0.898134407972,"atomelectronAtom is Made of protron, neutron and electron.",1.0,0.198376
7011025,Most of the mass of the atom consists of , protons only. , electrons only. , protons and neutrons. , neutrons and electrons.,C,38,4,"[0.262044865713, 0.00250351682666, 0.00104899144708, 0.000665459416452, 0.00326908998879]","[1.0, 0.585822407284, 0.653298266035, 0.653298266035]",0.0539063846784,0.723104734839,atomelectronelectrons is negatively-charged particles in an atom.Electrons is A negatively charged subatomic particle.Electron is A negatively charged subatomic particle./a negatively charged subatomic particle is electron.,1.0,0.198376
7011025,Most of the mass of the atom consists of , protons only. , electrons only. , protons and neutrons. , neutrons and electrons.,C,82,2,"[0.262044865713, 0.00216359432373, 0.00379918670264]","[0.796268815945, 1.0]",0.0893358822465,0.898134407972,"atomneutronAtom is Made of protron, neutron and electron.",1.0,0.198376
7011025,Most of the mass of the atom consists of , protons only. , electrons only. , protons and neutrons. , neutrons and electrons.,C,104,3,"[0.262044865713, 0.00188645645687, 0.000519349335808, 0.00326908998879]","[0.856801734644, 0.898519688279, 1.0]",0.0669299403736,0.918440474308,atomelectronValence Electrons is  is an outermost electron of an atom that participates in chemical bonding./Valence Electrons is is an outermost electron of an atom that participates in chemical bonding.These outermost electrons are the only electrons involved in chemical bonding.,1.0,0.198376
7011025,Most of the mass of the atom consists of , protons only. , electrons only. , protons and neutrons. , neutrons and electrons.,C,105,3,"[0.262044865713, 0.00188645645687, 0.000336241143509, 0.00326908998879]","[0.856801734644, 0.778888509856, 0.689670620625]",0.0668841633255,0.775120288375,"atomelectronValence Electrons is  is an outermost electron of an atom that participates in chemical bonding./Valence Electrons is is an outermost electron of an atom that participates in chemical bonding.The electron determines if it is an ion, and they also help form chemical bonds.",1.0,0.198376
7011025,Most of the mass of the atom consists of , protons only. , electrons only. , protons and neutrons. , neutrons and electrons.,C,123,2,"[0.262044865713, 0.00216359432373, 0.00326908998879]","[0.796268815945, 1.0]",0.0891591833418,0.898134407972,"atomelectronAtom is Made of protron, neutron and electron.",1.0,0.198376
7011025,Most of the mass of the atom consists of , protons only. , electrons only. , protons and neutrons. , neutrons and electrons.,C,124,4,"[0.262044865713, 0.00250351682666, 0.00104899144708, 0.000665459416452, 0.00326908998879]","[1.0, 0.585822407284, 0.653298266035, 0.653298266035]",0.0539063846784,0.723104734839,atomelectronelectrons is negatively-charged particles in an atom.Electrons is A negatively charged subatomic particle.Electron is A negatively charged subatomic particle./a negatively charged subatomic particle is electron.,1.0,0.198376
